,country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
78,Guam,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,29500.0,29600.0,31400.0,32500.0,31300.0,31500.0,32100.0,32299.999999999996,33000.0,32800.0,33400.0,33800.0,34300.0,34500.0,34500.0,34800.0,34500.0,35400.0,31200.0,31300.0
79,Guyana,2720.0,2770.0,2720.0,2330.0,2530.0,2730.0,2820.0,2890.0,2880.0,3030.0,3120.0,3180.0,3040.0,3040.0,3240.0,3480.0,3500.0,3370.0,3280.0,3190.0,3230.0,3270.0,2840.0,2650.0,2530.0,2600.0,2590.0,2630.0,2550.0,2440.0,2390.0,2540.0,2730.0,2950.0,3190.0,3340.0,3600.0,3810.0,3740.0,3850.0,3790.0,3870.0,3910.0,3890.0,3950.0,3870.0,4080.0,4380.0,4480.0,4650.0,4870.0,5150.0,5420.0,5590.0,5660.0,5670.0,5850.0,6040.0,6130.0,6350.0,9130.0,10900.0
80,"Hong Kong, China",4611.6781609195405,3960.0,4330.0,4850.0,5140.0,5740.0,5790.0,5740.0,5810.0,6360.0,6780.0,7120.0,7730.0,8440.0,8370.0,8250.0,9470.0,10400.0,11100.0,11700.0,12600.0,13400.0,13600.0,14200.0,15400.0,15400.0,16900.0,18900.0,20400.0,20600.0,21400.0,22400.0,23600.0,24600.0,25500.0,25600.0,25600.0,26600.0,24900.0,25200.0,26900.0,26900.0,27200.0,28100.0,30300.0,32400.0,34500.0,36400.0,36900.0,35900.0,38100.0,39700.0,39900.0,41000.0,41800.0,42400.0,43100.0,44400.0,45300.0,44200.0,41400.0,44500.0
81,Honduras,1200.0,1180.0,1220.0,1220.0,1250.0,1330.0,1360.0,1400.0,1450.0,1420.0,1420.0,1440.0,1470.0,1540.0,1480.0,1470.0,1570.0,1680.0,1730.0,1770.0,1720.0,1650.0,1570.0,1540.0,1590.0,1630.0,1670.0,1730.0,1710.0,1710.0,1700.0,1600.0,1650.0,1710.0,1670.0,1720.0,1710.0,1740.0,1750.0,1690.0,1770.0,1770.0,1790.0,1820.0,1890.0,1950.0,2030.0,2110.0,2150.0,2050.0,2090.0,2120.0,2170.0,2190.0,2210.0,2260.0,2300.0,2370.0,2420.0,2450.0,2190.0,2430.0
82,Croatia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,7230.0,7780.0,8310.0,8500.0,8480.0,8810.0,9430.0,9970.0,10500.0,11000.0,11400.0,12000.0,12600.0,12800.0,11900.0,11800.0,11800.0,11600.0,11600.0,11600.0,12000.0,12500.0,13000.0,13500.0,14100.0,12900.0,15200.0
83,Haiti,1710.0,1630.0,1730.0,1670.0,1610.0,1620.0,1580.0,1520.0,1540.0,1570.0,1550.0,1620.0,1600.0,1650.0,1720.0,1700.0,1810.0,1840.0,1920.0,2030.0,2130.0,2030.0,1920.0,1900.0,1870.0,1840.0,1790.0,1740.0,1710.0,1630.0,1610.0,1610.0,1490.0,1380.0,1200.0,1290.0,1320.0,1330.0,1330.0,1350.0,1330.0,1300.0,1290.0,1320.0,1280.0,1300.0,1300.0,1340.0,1350.0,1410.0,1310.0,1360.0,1350.0,1390.0,1390.0,1400.0,1410.0,1430.0,1430.0,1390.0,1320.0,1280.0
84,Hungary,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,7590.0,7360.0,7330.0,7550.0,7680.0,7700.0,7950.0,8280.0,8560.0,8970.0,9350.0,9830.0,10300.0,10800.0,11300.0,11700.0,11800.0,11900.0,11200.0,11300.0,11600.0,11500.0,11700.0,12200.0,12700.0,13000.0,13600.0,14400.0,15100.0,14400.0,15500.0
85,Indonesia,597.0,615.0,609.0,579.0,583.0,575.0,577.0,570.0,616.0,640.0,670.0,698.0,728.0,767.0,801.0,825.0,862.0,911.0,950.0,994.0,1070.0,1120.0,1120.0,1150.0,1200.0,1200.0,1250.0,1280.0,1330.0,1410.0,1480.0,1560.0,1630.0,1710.0,1810.0,1920.0,2040.0,2100.0,1800.0,1780.0,1850.0,1890.0,1940.0,2010.0,2080.0,2170.0,2260.0,2380.0,2490.0,2570.0,2700.0,2830.0,2960.0,3090.0,3200.0,3320.0,3450.0,3590.0,3740.0,3890.0,3780.0,3890.0
86,India,306.0,310.0,312.0,323.0,339.0,323.0,316.0,333.0,337.0,351.0,361.0,359.0,350.0,353.0,349.0,373.0,371.0,389.0,402.0,373.0,389.0,403.0,408.0,428.0,434.0,447.0,458.0,465.0,499.0,517.0,534.0,529.0,546.0,561.0,586.0,618.0,652.0,665.0,693.0,741.0,755.0,778.0,793.0,841.0,892.0,948.0,1010.0,1070.0,1090.0,1160.0,1240.0,1290.0,1340.0,1400.0,1490.0,1590.0,1700.0,1800.0,1890.0,1940.0,1800.0,1940.0
87,Ireland,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,12200.0,12400.0,13000.0,13400.0,13800.0,14300.0,14300.0,15300.0,16100.000000000002,16400.0,16700.0,17100.0,17300.0,17100.0,17800.0,18300.0,18200.0,19100.0,20100.0,21400.0,23200.0,23500.0,24100.0,24600.0,26000.0,28300.0,30200.0,33100.0,35700.0,39000.0,42100.0,43600.0,45400.0,46000.0,48300.0,50000.0,51000.0,52200.0,48900.0,45900.0,46400.0,46600.0,46400.0,46700.0,50400.0,62100.0,62600.0,67500.0,72300.0,75200.0,79100.0,89000.0
88,Iran,2350.0,2520.0,2650.0,2750.0,2900.0,3300.0,3570.0,3860.0,4290.0,4820.0,5200.0,5740.0,6390.0,6680.0,6860.0,6640.0,7620.0,7190.0,6070.0,5170.0,3910.0,3510.0,4120.0,4420.0,3960.0,3890.0,3390.0,3280.0,2990.0,3080.0,3360.0,3650.0,3680.0,3600.0,3530.0,3560.0,3740.0,3740.0,3760.0,3770.0,3930.0,3950.0,4230.0,4550.0,4680.0,4750.0,4910.0,5230.0,5170.0,5160.0,5380.0,5450.0,5180.0,5030.0,5180.0,4990.0,5330.0,5400.0,5210.0,5020.0,5140.0,5340.0
89,Iraq,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,1280.0,1280.0,1290.0,1310.0,1320.0,1330.0,1490.0,1620.0,1840.0,1820.0,2060.0,2410.0,2910.0,2800.0,2820.0,2380.0,2270.0,2250.0,2300.0,2440.0,2390.0,2250.0,3510.0,1250.0,1610.0,2000.0,1980.0,1950.0,2100.0,2460.0,3220.0,3660.0,4140.0,4080.0,3630.0,2230.0,3320.0,3280.0,3440.0,3530.0,3750.0,3740.0,3850.0,4000.0,4360.0,4480.0,4330.0,4420.0,4900.0,4700.0,4710.0,4850.0,4200.0,4220.0
90,Iceland,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,34200.0,35600.0,37300.0,39600.0,40700.0,42200.0,43300.0,43100.0,43800.0,46800.0,48900.0,50700.0,53600.0,53800.0,49500.0,48200.0,48900.0,49200.0,50900.0,51200.0,53000.0,55500.0,56500.0,57700.0,57800.0,53000.0,54400.0
91,Israel,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,25900.0,26700.0,27000.0,27500.0,27700.0,29300.0,28700.0,28100.0,28000.0,28800.0,29500.0,30600.0,31900.0,32299.999999999996,31900.0,33000.0,34200.0,34500.0,35300.0,36000.0,36200.0,37100.0,38000.0,38700.0,39600.0,38200.0,40800.0
92,Italy,9690.0,10400.0,11000.0,11500.0,11700.0,12000.0,12600.0,13500.0,14200.0,15000.0,15700.0,15900.0,16400.0,17500.0,18300.0,17800.0,19000.0,19400.0,20000.0,21100.0,21800.0,22000.0,22000.0,22300.0,23000.0,23600.0,24300.0,25100.0,26100.0,27000.0,27500.0,27900.0,28100.0,27900.0,28400.0,29300.0,29600.0,30200.0,30700.0,31200.0,32400.0,33000.0,33000.0,32900.0,33200.0,33300.0,33800.0,34100.0,33500.0,31600.0,32100.0,32200.000000000004,31200.0,30300.0,30000.0,30200.0,30700.0,31200.0,31600.0,32100.0,29400.0,31500.0
93,Jamaica,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,3970.0,3990.0,4170.0,4350.0,4810.0,4860.0,5650.0,5260.0,4960.0,4880.0,4490.0,4320.0,4260.0,4170.0,3880.0,3920.0,3940.0,3960.0,3840.0,3680.0,3710.0,3970.0,4100.0,4360.0,4500.0,4680.0,4730.0,5120.0,5140.0,5210.0,5160.0,5050.0,4890.0,4910.0,4920.0,4960.0,5040.0,5200.0,5240.0,5260.0,5390.0,5440.0,5380.0,5120.0,5030.0,5090.0,5030.0,5040.0,5050.0,5080.0,5130.0,5170.0,5260.0,5310.0,4770.0,4970.0
94,Jordan,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,2950.0,3090.0,3440.0,4020.0,4310.0,4860.0,4980.0,4660.0,4650.0,4320.0,4360.0,4260.0,4130.0,3510.0,3330.0,3210.0,3490.0,3450.0,3450.0,3520.0,3480.0,3500.0,3520.0,3560.0,3640.0,3750.0,3880.0,3950.0,4180.0,4410.0,4450.0,4520.0,4730.0,4860.0,4870.0,4870.0,4920.0,4730.0,4350.0,4060.0,3950.0,3950.0,3930.0,3920.0,3770.0,3780.0
95,Japan,6260.0,6950.0,7500.0,8060.0,8900.0,9320.0,10200.0,11200.0,12500.0,13900.0,14100.0,14500.0,15500.0,16500.0,16000.0,16300.0,16800.0,17400.0,18100.0,19000.0,19300.0,20000.0,20500.0,21100.0,21900.0,22900.0,23500.0,24500.0,26000.0,27200.0,28400.0,29300.0,29500.0,29200.0,29500.0,30200.0,31000.0,31300.0,30800.0,30600.0,31400.0,31500.0,31400.0,31800.0,32500.0,33100.0,33500.0,34000.0,33600.0,31700.0,32900.0,33000.0,33500.0,34200.0,34400.0,35000.0,35200.0,35900.0,36100.0,36100.0,34600.0,35300.0
96,Kazakhstan,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,5830.0,5160.0,4890.0,4450.0,3950.0,3700.0,3780.0,3900.0,3890.0,4040.0,4450.0,5060.0,5550.0,6050.0,6580.0,7160.0,7840.0,8440.0,8550.0,8490.0,8980.0,9510.0,9820.0,10300.0,10500.0,10500.0,10500.0,10800.0,11100.0,11400.0,11000.0,11300.0
97,Kenya,787.0,699.0,737.0,770.0,777.0,762.0,840.0,834.0,866.0,898.0,824.0,971.0,1100.0,1120.0,1130.0,1100.0,1090.0,1150.0,1190.0,1240.0,1260.0,1260.0,1240.0,1210.0,1180.0,1190.0,1230.0,1260.0,1290.0,1300.0,1310.0,1290.0,1240.0,1210.0,1210.0,1230.0,1240.0,1210.0,1220.0,1220.0,1190.0,1200.0,1170.0,1170.0,1190.0,1220.0,1260.0,1310.0,1270.0,1280.0,1340.0,1370.0,1400.0,1420.0,1460.0,1500.0,1530.0,1550.0,1600.0,1650.0,1620.0,1700.0
98,Kyrgyz Republic,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,1020.0,1040.0,1150.0,1160.0,1200.0,1090.0,928.0,785.0,627.0,587.0,620.0,671.0,675.0,689.0,718.0,749.0,742.0,786.0,831.0,821.0,837.0,900.0,966.0,982.0,966.0,1010.0,994.0,1080.0,1100.0,1120.0,1150.0,1180.0,1200.0,1230.0,1100.0,1120.0
99,Cambodia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,564.0,354.0,379.0,392.0,399.0,409.0,452.0,488.0,518.0,543.0,578.0,627.0,698.0,760.0,823.0,863.0,851.0,889.0,938.0,992.0,1050.0,1110.0,1170.0,1240.0,1300.0,1380.0,1470.0,1400.0,1430.0
100,Kiribati,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,1780.0,1710.0,1880.0,2240.0,3230.0,3420.0,2520.0,2420.0,2460.0,2160.0,1780.0,1750.0,1730.0,1650.0,1650.0,1550.0,1530.0,1500.0,1600.0,1510.0,1460.0,1440.0,1420.0,1410.0,1420.0,1400.0,1400.0,1400.0,1460.0,1410.0,1480.0,1430.0,1450.0,1450.0,1400.0,1440.0,1410.0,1410.0,1360.0,1340.0,1300.0,1300.0,1350.0,1380.0,1350.0,1460.0,1430.0,1400.0,1460.0,1420.0,1390.0,1390.0
101,St. Kitts and Nevis,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,4440.0,4630.0,5000.0,5440.0,5550.0,5600.0,5690.0,6230.0,6800.0,7580.0,8130.0,8940.0,9510.0,10100.0,9900.0,10200.0,10800.0,11200.0,11700.0,12200.0,12800.0,12600.0,12800.0,13900.0,14500.0,14600.0,14000.0,14500.0,15900.0,16300.0,16400.0,18100.0,17500.0,17400.0,17700.0,17500.0,18500.0,19900.0,20000.0,20800.0,20800.0,21300.0,22100.0,18900.0,18800.0
102,South Korea,1030.0,1070.0,1080.0,1140.0,1220.0,1270.0,1390.0,1480.0,1640.0,1840.0,1980.0,2140.0,2250.0,2550.0,2740.0,2910.0,3240.0,3580.0,3910.0,4190.0,4060.0,4280.0,4570.0,5100.0,5570.0,5950.0,6560.0,7320.0,8120.0,8610.0,9370.0,10300.0,10800.0,11400.0,12400.0,13400.0,14300.0,15100.0,14200.0,15700.0,17000.0,17700.0,18900.0,19400.0,20400.0,21200.0,22200.0,23400.0,23900.0,23900.0,25500.0,26200.0,26700.0,27400.0,28100.0,28700.0,29500.0,30300.0,31100.0,31600.0,31400.0,32700.000000000004
103,Kosovo,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,14999.445544554455,15523.569306930693,2620.0,2730.0,2840.0,3000.0,3020.0,3160.0,3280.0,3520.0,3740.0,3890.0,4010.0,4220.0,3990.0,4430.0
104,Kuwait,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,22600.0,29600.0,32400.0,33700.0,32900.0,32600.0,32700.000000000004,31200.0,31700.0,30800.0,30900.0,35300.0,38000.0,40500.0,41200.0,41100.0,39900.0,35100.0,32600.0,33400.0,33000.0,31100.0,30300.0,29300.0,29100.0,27200.0,26700.0,25800.0,23900.0,15765.051020408164
105,Lao,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,580.0,592.0,604.0,579.0,551.0,611.0,634.0,643.0,660.0,681.0,718.0,750.0,783.0,819.0,836.0,882.0,917.0,954.0,995.0,1040.0,1090.0,1150.0,1230.0,1300.0,1380.0,1470.0,1570.0,1670.0,1780.0,1890.0,2010.0,2130.0,2240.0,2360.0,2470.0,2560.0,2540.0,2570.0
106,Lebanon,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,3930.0,2220.0,2750.0,4030.0,4600.0,5000.0,5300.0,5540.0,6060.0,6010.0,6120.0,5990.0,5970.0,6100.0,6230.0,6350.0,6670.0,6750.0,6740.0,7230.0,7760.0,8450.0,9040.0,9030.0,9020.0,8540.0,7920.0,7800.0,8100.0,8360.0,8440.0,8070.0,6470.0,6100.0
107,Liberia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,763.0,763.0,771.0,534.0,542.0,545.0,557.0,580.0,597.0,609.0,628.0,653.0,681.0,724.0,714.0,700.0,675.0,679.0,673.0,644.0,612.0,630.0
108,Libya,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11000.0,11200.0,10700.0,10400.0,11400.0,11600.0,12700.0,13200.0,13700.0,13400.0,12600.0,12900.0,6730.0,13300.0,10700.0,8060.0,7870.0,7640.0,9970.0,10600.0,9280.0,6970.0,9040.0
109,St. Lucia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,4210.0,4560.0,4650.0,4470.0,4660.0,4670.0,4820.0,5080.0,5420.0,6100.0,6250.0,7020.0,7560.0,8190.0,8110.0,8630.0,8550.0,8580.0,8620.0,8780.0,8640.0,9100.0,9260.0,9190.0,8820.0,8790.0,9090.0,9680.0,9580.0,10100.0,10200.0,10600.0,10300.0,10400.0,10900.0,10800.0,10400.0,10500.0,10300.0,10600.0,10900.0,11200.0,11100.0,8360.0,9360.0
110,Liechtenstein,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,14999.445544554455,15523.569306930693,15408.357843137255,14767.956097560975,15025.756097560976,15285.558252427185,15402.648780487805,15418.169082125603,15614.676328502415,168000.0,16069.849514563106,16325.73786407767,16600.563106796115,16833.014705882353,15232.731343283582,15765.051020408164
111,Sri Lanka,4611.6781609195405,646.0,655.0,656.0,666.0,666.0,683.0,710.0,734.0,772.0,785.0,779.0,760.0,799.0,814.0,848.0,860.0,887.0,921.0,963.0,1000.0,1040.0,1070.0,1110.0,1150.0,1190.0,1220.0,1220.0,1240.0,1250.0,1310.0,1360.0,1400.0,1480.0,1550.0,1620.0,1670.0,1770.0,1840.0,1910.0,2010.0,1970.0,2030.0,2130.0,2230.0,2350.0,2510.0,2660.0,2800.0,2880.0,3090.0,3330.0,3610.0,3730.0,3930.0,4060.0,4220.0,4440.0,4500.0,4460.0,4280.0,4380.0
112,Lesotho,262.0,259.0,290.0,311.0,326.0,323.0,312.0,334.0,321.0,315.0,310.0,315.0,304.0,371.0,398.0,332.0,357.0,422.0,486.0,486.0,460.0,450.0,457.0,454.0,466.0,465.0,474.0,467.0,497.0,516.0,537.0,565.0,595.0,607.0,635.0,648.0,676.0,695.0,701.0,702.0,727.0,753.0,759.0,795.0,812.0,844.0,879.0,913.0,958.0,939.0,982.0,1020.0,1080.0,1080.0,1090.0,1110.0,1140.0,1090.0,1080.0,1070.0,972.0,974.0
113,Lithuania,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,4940.0,5230.0,5710.0,6180.0,6150.0,6420.0,6900.0,7420.0,8280.0,8920.0,9770.0,10700.0,12000.0,12400.0,10700.0,11100.0,12000.0,12700.0,13300.0,13900.0,14300.0,14800.0,15700.0,16400.0,17200.0,17200.0,18200.0
114,Luxembourg,25500.0,26300.0,26300.0,26900.0,28700.0,28200.0,28300.0,28200.0,29400.0,32100.0,35500.0,36100.0,38000.0,40700.0,41900.0,38700.0,39500.0,40100.0,41600.0,42500.0,42700.0,42300.0,42800.0,44100.0,46700.0,47900.0,52500.0,54200.0,58400.0,63500.0,66000.0,70800.0,71100.0,73100.0,74900.0,74900.0,74900.0,78000.0,82200.0,87700.0,92500.0,94200.0,96300.0,97600.0,100000.0,101000.0,106000.0,112000.0,110000.0,105000.0,107000.0,105000.0,104000.0,105000.0,106000.0,105000.0,108000.0,107000.0,106000.0,107000.0,104000.0,108000.0
115,Latvia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,4970.0,5160.0,5670.0,6080.0,6300.0,6730.0,7240.0,7850.0,8590.0,9410.0,10500.0,11900.0,13200.0,12900.0,11200.0,11000.0,11500.0,12400.0,12800.0,13200.0,13800.0,14200.0,14800.0,15600.0,16100.000000000002,15800.0,16600.0
